id,subject,object,relation_id,relation_label,relation_iri,references
33637f7b-9dfd-4160-95d9-9992f86e3afc,ClinVarVariant:981972,HGNC:2928,GENO:0000418,has_affected_feature,http://purl.obolibrary.org/obo/GENO_0000418,
88eaac90-ea6e-4090-a3f1-2ab1d845fc6f,HGNC:2928,HGNC:7551,RO:0002434,interacts with,http://purl.obolibrary.org/obo/RO_0002434,
9a480e7b-6872-4534-87ef-bd33f57eee03,MGI:3798788,MONDO:0010679,RO:0003301,has role in modeling,http://purl.obolibrary.org/obo/RO_0003301,PMID:16857961
37b58767-85a7-4f7e-bc74-846da48fac6e,HGNC:7803,HGNC:2928,RO:0002434,interacts with,http://purl.obolibrary.org/obo/RO_0002434,PMID:17267499
e0b3b703-d55a-4bd9-ab04-59ff57a4f199,HGNC:9801,HGNC:2928,RO:0002434,interacts with,http://purl.obolibrary.org/obo/RO_0002434,
0c1ed027-87da-426b-8c24-d91d3036e4bb,ClinVarVariant:981978,HGNC:2928,GENO:0000418,has_affected_feature,http://purl.obolibrary.org/obo/GENO_0000418,
d6e95773-efa7-4b79-b47b-68e7552d177c,ClinVarVariant:954964,HGNC:2928,GENO:0000418,has_affected_feature,http://purl.obolibrary.org/obo/GENO_0000418,
9cb50353-f047-4788-9cab-4f285e044fa0,ClinVarVariant:583589,MONDO:0010679,GENO:0000840,pathogenic_for_condition,http://purl.obolibrary.org/obo/GENO_0000840,PMID:20036901|PMID:22776072
ac48dfda-5d8c-4286-91f2-162aa97206ba,ClinVarVariant:11286,HGNC:2928,GENO:0000418,has_affected_feature,http://purl.obolibrary.org/obo/GENO_0000418,
63e9b5fe-f1db-4283-96d4-0cb8c1d714e2,HGNC:53337,MONDO:0010679,RO:0003304,contributes to condition,http://purl.obolibrary.org/obo/RO_0003304,PMID:30014611
3dffe56d-0222-4ae2-9ff3-aa2d008d0b33,ClinVarVariant:833493,HGNC:2928,GENO:0000418,has_affected_feature,http://purl.obolibrary.org/obo/GENO_0000418,
23671bfb-2c77-4695-9c0a-e3fb2fea6e3a,HGNC:2928,HGNC:13741,RO:0002434,interacts with,http://purl.obolibrary.org/obo/RO_0002434,PMID:28514442|PMID:10747910
3c0245e4-a7f8-4ea6-8ea5-dc28f3c6217e,ClinVarVariant:583478,MONDO:0010679,GENO:0000840,pathogenic_for_condition,http://purl.obolibrary.org/obo/GENO_0000840,PMID:18752307|PMID:16917894
bcfda109-c237-4b08-8ac9-f0accbd2a84f,Coriell:GM05169,MONDO:0010679,RO:0003301,has role in modeling,http://purl.obolibrary.org/obo/RO_0003301,
0eb9c3ab-3c48-454a-9e70-f405e6b5bfe5,HGNC:2928,HP:0012086,RO:0002200,has phenotype,http://purl.obolibrary.org/obo/RO_0002200,MONDO:0010311
283b912b-90c4-404c-8023-180e857bf6f7,HGNC:2928,HGNC:20261,RO:0002434,interacts with,http://purl.obolibrary.org/obo/RO_0002434,PMID:26496610
0ee6b160-b7c2-4eee-9848-d761c8d488fe,ClinVarVariant:984110,HGNC:2928,GENO:0000418,has_affected_feature,http://purl.obolibrary.org/obo/GENO_0000418,
7835c05a-a8eb-42da-85a0-b4048d31f233,ClinVarVariant:984109,HGNC:2928,GENO:0000418,has_affected_feature,http://purl.obolibrary.org/obo/GENO_0000418,
e8efe438-e441-460a-84c4-b7ec1e35aab7,MGI:3798606,MONDO:0010679,RO:0003301,has role in modeling,http://purl.obolibrary.org/obo/RO_0003301,PMID:7843915
36633eef-d8d4-4c39-9f8f-b17500c442bc,Coriell:GM05835,MONDO:0010679,RO:0003301,has role in modeling,http://purl.obolibrary.org/obo/RO_0003301,
e4a3c0b9-248d-4c05-8772-d2ac2f4597d1,HGNC:2928,GO:0086001,RO:0002331,involved_in,http://purl.obolibrary.org/obo/RO_0002331,PMID:21677768|PMID:20080623
086f14b9-c066-48bc-8251-61e0c4804bb9,HGNC:2928,HGNC:6485,RO:0002434,interacts with,http://purl.obolibrary.org/obo/RO_0002434,
dbd16be5-d284-4fc4-9e6c-961f27abe918,ClinVarVariant:217196,HGNC:2928,GENO:0000418,has_affected_feature,http://purl.obolibrary.org/obo/GENO_0000418,
9487198e-bfc8-4d5b-97b5-8db43e78805c,ClinVarVariant:941725,HGNC:2928,GENO:0000418,has_affected_feature,http://purl.obolibrary.org/obo/GENO_0000418,
d9c2eede-a400-450a-ba6d-b27b9979a371,ClinVarVariant:526061,MONDO:0010679,GENO:0000840,pathogenic_for_condition,http://purl.obolibrary.org/obo/GENO_0000840,PMID:19760747|PMID:25007885|PMID:16770791
6d6f8537-2dd3-4865-8432-bd302c32d362,ClinVarVariant:583835,MONDO:0010679,GENO:0000841,likely_pathogenic_for_condition,http://purl.obolibrary.org/obo/GENO_0000841,PMID:9073314|PMID:24835530|PMID:25482253
a55c72d7-fe27-48b0-a78e-3b2785032afe,ClinVarVariant:653513,HGNC:2928,GENO:0000418,has_affected_feature,http://purl.obolibrary.org/obo/GENO_0000418,
f34f6ac8-bb3a-429e-be9b-8f5567174871,ClinVarVariant:984217,MONDO:0010679,GENO:0000841,likely_pathogenic_for_condition,http://purl.obolibrary.org/obo/GENO_0000841,
1b6c8942-bb95-4662-8216-5f068b540b38,ClinVarVariant:11251,HGNC:2928,GENO:0000418,has_affected_feature,http://purl.obolibrary.org/obo/GENO_0000418,
524e84f9-c75e-4a56-8463-1b86c9161925,ClinVarVariant:639383,HGNC:2928,GENO:0000418,has_affected_feature,http://purl.obolibrary.org/obo/GENO_0000418,
77c43977-934c-481d-8c92-e7f5c245af4a,ClinVarVariant:833190,MONDO:0010679,GENO:0000840,pathogenic_for_condition,http://purl.obolibrary.org/obo/GENO_0000840,PMID:22090376|PMID:11257468|PMID:15723292|PMID:26911353|PMID:9800909
89f1a961-8ddb-4c90-898e-6cb0f3d3fc18,ClinVarVariant:951643,MONDO:0010679,GENO:0000841,likely_pathogenic_for_condition,http://purl.obolibrary.org/obo/GENO_0000841,PMID:25007885|PMID:16770791
70ae6fca-d7dc-4b58-bbfd-f98f4397c07d,HGNC:10809,HGNC:2928,RO:0002434,interacts with,http://purl.obolibrary.org/obo/RO_0002434,
b5e5f33e-b1cb-4f11-9f28-a59605572142,ClinVarVariant:649355,MONDO:0010679,GENO:0000840,pathogenic_for_condition,http://purl.obolibrary.org/obo/GENO_0000840,
f74857e6-f631-472d-bb24-4d04550af189,ClinVarVariant:831164,HGNC:2928,GENO:0000418,has_affected_feature,http://purl.obolibrary.org/obo/GENO_0000418,
4d31852e-fe3a-4ec2-ac44-3aee427394d8,ClinVarVariant:217171,HGNC:2928,GENO:0000418,has_affected_feature,http://purl.obolibrary.org/obo/GENO_0000418,
2e6d8f64-4f2b-4117-bc30-1133f3e9e6c0,ClinVarVariant:499188,HGNC:2928,GENO:0000418,has_affected_feature,http://purl.obolibrary.org/obo/GENO_0000418,
f93ec2b9-5c8e-443c-92ae-39301fb7f33c,HGNC:1955,HGNC:2928,RO:0002434,interacts with,http://purl.obolibrary.org/obo/RO_0002434,
c1bb0d02-fead-4fc7-bdca-79383203cec8,ClinVarVariant:567065,HGNC:2928,GENO:0000418,has_affected_feature,http://purl.obolibrary.org/obo/GENO_0000418,
d58fc891-e58d-4646-bd18-01a32ead21fb,HGNC:12012,HGNC:2928,RO:0002434,interacts with,http://purl.obolibrary.org/obo/RO_0002434,
87ce8ecc-a39c-4ace-a3e9-cd38ec3cdbf5,HGNC:2888,HGNC:2928,RO:0002434,interacts with,http://purl.obolibrary.org/obo/RO_0002434,PMID:17043677
78bfefb7-c25c-46a4-a635-2c27eee45fd6,HGNC:2928,HP:0001270,RO:0002200,has phenotype,http://purl.obolibrary.org/obo/RO_0002200,PMID:21969337|PMID:21399986|PMID:26740235|PMID:26968818|PMID:19959795|PMID:25244321|PMID:19602481|PMID:23756440|PMID:8840119|PMID:26081009|PMID:7668256|PMID:27708273|PMID:29604111|PMID:17259292|PMID:19530190|PMID:19760747|PMID:29973226|PMID:16834926|PMID:15643612|PMID:17435279|PMID:27363342|PMID:19206170|PMID:17880784|PMID:27930565|PMID:19783145|PMID:17145200|PMID:11257468|PMID:10094565|PMID:21396098|PMID:21520333|PMID:19409785|PMID:9067763|PMID:7951253|PMID:25007885|PMID:15351422|PMID:12632325|PMID:19367636|PMID:25972034|PMID:25612904|PMID:23536893|PMID:21972111|PMID:10909857|PMID:16770791|PMID:17041906|PMID:21515508|PMID:16049303|PMID:8784808|PMID:10320864|PMID:17952667|PMID:7611292|PMID:23453023|PMID:18653336|PMID:17253928|PMID:8301652|PMID:12398835|MONDO:0010679|PMID:10533061|PMID:15723292|PMID:19074751|PMID:28526893|PMID:9298822|PMID:11710958|PMID:24349052|PMID:22092019|PMID:19793655|PMID:19230662|PMID:20485447|PMID:26911353|PMID:27593222|PMID:8281150|PMID:19937601|PMID:20098710|PMID:9544849|PMID:27750387|PMID:11524473|PMID:18652600
bd98b680-f1ff-4714-9170-5d809ece8d44,ClinVarVariant:217178,HGNC:2928,GENO:0000418,has_affected_feature,http://purl.obolibrary.org/obo/GENO_0000418,
4e1ad047-35cb-447c-bbcf-d4338e1a481a,ClinVarVariant:455812,MONDO:0010679,GENO:0000840,pathogenic_for_condition,http://purl.obolibrary.org/obo/GENO_0000840,PMID:9007319|PMID:11257468|PMID:9800909
35f37cb3-0db1-42de-bc89-cada9bca0b88,HGNC:2928,HGNC:11874,RO:0002434,interacts with,http://purl.obolibrary.org/obo/RO_0002434,
b5bfe257-9e02-457a-8574-5846f74e28f5,HGNC:711,HGNC:2928,RO:0002434,interacts with,http://purl.obolibrary.org/obo/RO_0002434,PMID:17620599
294ac957-6174-4aa3-9105-3626f0f075ed,ClinVarVariant:217190,MONDO:0010679,GENO:0000840,pathogenic_for_condition,http://purl.obolibrary.org/obo/GENO_0000840,PMID:27593222|PMID:25007885|PMID:16770791|PMID:15351422
015a1fe0-2c48-4f24-a0a7-59f36ad62189,ClinVarVariant:645353,HGNC:2928,GENO:0000418,has_affected_feature,http://purl.obolibrary.org/obo/GENO_0000418,
ebbe1da6-1b2a-4318-8565-788a4c614389,ClinVarVariant:982037,MONDO:0010679,GENO:0000840,pathogenic_for_condition,http://purl.obolibrary.org/obo/GENO_0000840,
75e8b7db-1936-492b-99cd-db0fb184f25b,ClinVarVariant:655752,MONDO:0010679,GENO:0000840,pathogenic_for_condition,http://purl.obolibrary.org/obo/GENO_0000840,PMID:21851881|PMID:18646563|PMID:9800909
155d34e7-0eb9-4e8d-ba4e-34eb750de001,OMIM:300377.0001,HGNC:2928,GENO:0000408,is_allele_of,http://purl.obolibrary.org/obo/GENO_0000408,
30b6b744-300f-4c13-9e0c-4b5c9c672169,ClinVarVariant:833073,HGNC:2928,GENO:0000418,has_affected_feature,http://purl.obolibrary.org/obo/GENO_0000418,
20dba73d-9484-4e40-a13c-e3abca73e403,ClinVarVariant:526084,HGNC:2928,GENO:0000418,has_affected_feature,http://purl.obolibrary.org/obo/GENO_0000418,
b3e41e27-13ff-4c9d-ad54-36f307f2b8ac,ClinVarVariant:660142,MONDO:0010679,GENO:0000840,pathogenic_for_condition,http://purl.obolibrary.org/obo/GENO_0000840,PMID:23299919|PMID:22090376|PMID:18663755|PMID:24099565|PMID:11409318
859bdf96-ce19-4b2c-960e-c5b26ea5ef42,ZFIN:ZDB-FISH-150901-15064,MONDO:0010679,RO:0003301,has role in modeling,http://purl.obolibrary.org/obo/RO_0003301,PMID:27842370
49983bb0-ccfa-4628-8f50-f0dc1749a965,Coriell:GM11024,MONDO:0010679,RO:0003301,has role in modeling,http://purl.obolibrary.org/obo/RO_0003301,
fdf3fea3-1e2c-4e6a-b80f-b4c8c9d8e2db,ClinVarVariant:803855,HGNC:2928,GENO:0000418,has_affected_feature,http://purl.obolibrary.org/obo/GENO_0000418,
84421a04-dfef-41fa-b1e1-1adc37884354,ClinVarVariant:577742,MONDO:0010679,GENO:0000840,pathogenic_for_condition,http://purl.obolibrary.org/obo/GENO_0000840,
a0e4bc07-2db6-419c-8033-58c2c19e6972,ClinVarVariant:526161,HGNC:2928,GENO:0000418,has_affected_feature,http://purl.obolibrary.org/obo/GENO_0000418,
35724740-4bb4-4b27-b32f-cec1cbced99d,HGNC:2928,GO:0017166,RO:0002327,enables,http://purl.obolibrary.org/obo/RO_0002327,PMID:16803572
a267f0ec-e448-4e56-9cd0-8b706a4993f8,ClinVarVariant:803913,MONDO:0010679,GENO:0000840,pathogenic_for_condition,http://purl.obolibrary.org/obo/GENO_0000840,
5fc8e43e-33f5-4732-9ea1-93c1d7bdf958,ClinVarVariant:526056,HGNC:2928,GENO:0000418,has_affected_feature,http://purl.obolibrary.org/obo/GENO_0000418,
955ce7b4-31fd-40a7-b091-f38c81bd86db,ClinVarVariant:526139,HGNC:2928,GENO:0000418,has_affected_feature,http://purl.obolibrary.org/obo/GENO_0000418,
c4bf6ec6-4324-487e-a5c3-c87ba18c4355,MGI:5439179,MONDO:0010679,RO:0003301,has role in modeling,http://purl.obolibrary.org/obo/RO_0003301,PMID:22076929
6ed608d9-6b73-4050-9d20-97a2d00e922c,ClinVarVariant:217192,HGNC:2928,GENO:0000418,has_affected_feature,http://purl.obolibrary.org/obo/GENO_0000418,
ab0a8bcf-7d64-4e2a-a341-c4b23a005d0e,HGNC:2928,MGI:1194513,RO:0002434,interacts with,http://purl.obolibrary.org/obo/RO_0002434,PMID:26496610
4c0a3852-3a1d-4dcf-a86c-5b78cac694de,ClinVarVariant:803954,HGNC:2928,GENO:0000418,has_affected_feature,http://purl.obolibrary.org/obo/GENO_0000418,
345459f0-74da-4da9-84e0-1334585fe9a1,ClinVarVariant:583834,HGNC:2928,GENO:0000418,has_affected_feature,http://purl.obolibrary.org/obo/GENO_0000418,
7a4d204f-263a-47eb-a5fe-6f4a3b1ccd1c,ClinVarVariant:217182,HGNC:2928,GENO:0000418,has_affected_feature,http://purl.obolibrary.org/obo/GENO_0000418,
2d052595-01cb-4f9e-8ce0-f27678c778f4,ClinVarVariant:290604,HGNC:2928,GENO:0000418,has_affected_feature,http://purl.obolibrary.org/obo/GENO_0000418,
515e187f-ede7-46c1-b4d2-438c3b9ba851,OMIM:300377.0081,HGNC:2928,GENO:0000408,is_allele_of,http://purl.obolibrary.org/obo/GENO_0000408,
a9428df9-a5ab-4bfa-b679-c615edece92f,ClinVarVariant:984107,HGNC:2928,GENO:0000418,has_affected_feature,http://purl.obolibrary.org/obo/GENO_0000418,
f0265b67-fa5a-46ff-8a1c-97af09cd954d,ClinVarVariant:455863,MONDO:0010679,GENO:0000840,pathogenic_for_condition,http://purl.obolibrary.org/obo/GENO_0000840,
0b3b3a4d-c078-45a0-9242-3bc1d4b0d8c4,ClinVarVariant:409908,MONDO:0010679,GENO:0000841,likely_pathogenic_for_condition,http://purl.obolibrary.org/obo/GENO_0000841,
278ff0e7-4400-4479-91c7-c5c83da740ab,HGNC:2928,HGNC:12635,RO:0002434,interacts with,http://purl.obolibrary.org/obo/RO_0002434,PMID:28514442
ede88d49-69b0-4826-aebf-d835e641dadb,ClinVarVariant:832364,HGNC:2928,GENO:0000418,has_affected_feature,http://purl.obolibrary.org/obo/GENO_0000418,
e5233c38-1f1d-4e6c-a770-6705d1897eb1,HGNC:11138,MONDO:0010679,RO:0003304,contributes to condition,http://purl.obolibrary.org/obo/RO_0003304,PMID:30014611
cf104ce2-b93a-46b8-bb49-fa208316ba2d,ClinVarVariant:653035,MONDO:0010679,GENO:0000840,pathogenic_for_condition,http://purl.obolibrary.org/obo/GENO_0000840,PMID:25007885|PMID:16770791
044ff2bb-0980-4734-ae94-b36663717533,ClinVarVariant:864809,MONDO:0010679,GENO:0000840,pathogenic_for_condition,http://purl.obolibrary.org/obo/GENO_0000840,PMID:25972034|PMID:17726484|PMID:12233050
64df9cae-f88f-4266-9516-3abd660c8b7e,ClinVarVariant:655752,HGNC:2928,GENO:0000418,has_affected_feature,http://purl.obolibrary.org/obo/GENO_0000418,
07a1b4ae-748c-4516-8b84-0329718572b0,ClinVarVariant:803831,MONDO:0010679,GENO:0000840,pathogenic_for_condition,http://purl.obolibrary.org/obo/GENO_0000840,
521970c2-73a8-4151-94c5-c88fe7b81083,ClinVarVariant:803841,MONDO:0010679,GENO:0000840,pathogenic_for_condition,http://purl.obolibrary.org/obo/GENO_0000840,
e9a86f07-3064-41a6-9c36-507268aebf0d,ClinVarVariant:417504,HGNC:2928,GENO:0000418,has_affected_feature,http://purl.obolibrary.org/obo/GENO_0000418,
72008e53-1f28-4357-b5e7-11b7f8dc1553,OMIM:300377.0003,HGNC:2928,GENO:0000408,is_allele_of,http://purl.obolibrary.org/obo/GENO_0000408,
a0237bb4-ab6d-4a48-a8f5-4dc08b7008b9,dbSNP:rs1293906,HGNC:2928,GENO:0000418,has_affected_feature,http://purl.obolibrary.org/obo/GENO_0000418,
4dc377ed-1d8a-434f-b625-4b4d79bb52cb,ClinVarVariant:409892,HGNC:2928,GENO:0000418,has_affected_feature,http://purl.obolibrary.org/obo/GENO_0000418,
3175f7de-403a-4542-b4d4-e55a0a9776ae,HGNC:2928,GO:0016010,BFO:0000050,is part of,http://purl.obolibrary.org/obo/BFO_0000050,PMID:17993586|PMID:7592992|PMID:8282811
e4583ba0-dc8f-4627-a1bc-df0f992013e3,MGI:6438180,MONDO:0010679,RO:0003301,has role in modeling,http://purl.obolibrary.org/obo/RO_0003301,PMID:30854433
8ba8723d-2e69-4e38-8fe9-195e44671284,HGNC:2928,HGNC:11168,RO:0002434,interacts with,http://purl.obolibrary.org/obo/RO_0002434,PMID:7844150|PMID:28514442
7ad4f943-598c-4b7e-9e62-0ff5e486c810,ClinVarVariant:654104,HGNC:2928,GENO:0000418,has_affected_feature,http://purl.obolibrary.org/obo/GENO_0000418,
27daf89b-e46d-490e-bf17-57a0f45f3ce5,ClinVarVariant:831052,HGNC:2928,GENO:0000418,has_affected_feature,http://purl.obolibrary.org/obo/GENO_0000418,
bf0412c8-e8e5-40e6-9f07-35d08dfa7ff2,ClinVarVariant:803896,HGNC:2928,GENO:0000418,has_affected_feature,http://purl.obolibrary.org/obo/GENO_0000418,
e63677fc-f021-402e-88ce-9cfe60080704,ClinVarVariant:853071,HGNC:2928,GENO:0000418,has_affected_feature,http://purl.obolibrary.org/obo/GENO_0000418,
3002648a-df08-4d8d-adf7-ffe8acc4aae2,ClinVarVariant:830992,HGNC:2928,GENO:0000418,has_affected_feature,http://purl.obolibrary.org/obo/GENO_0000418,
3fe7a7b7-2390-4743-b334-e7dc5a65c65a,ClinVarVariant:11214,MONDO:0010679,GENO:0000840,pathogenic_for_condition,http://purl.obolibrary.org/obo/GENO_0000840,PMID:1549596
086fe49e-7525-432f-b80e-3eddfae3f4ea,ClinVarVariant:833501,MONDO:0010679,GENO:0000840,pathogenic_for_condition,http://purl.obolibrary.org/obo/GENO_0000840,PMID:17561468|PMID:24099565
64ed3b7d-4b4f-4449-8128-3ddf0d6c5e1b,ClinVarVariant:11250,MONDO:0010679,GENO:0000840,pathogenic_for_condition,http://purl.obolibrary.org/obo/GENO_0000840,PMID:7951253
230be598-1560-42ba-8bb6-3d73aefe7a12,ClinVarVariant:984440,MONDO:0010679,GENO:0000840,pathogenic_for_condition,http://purl.obolibrary.org/obo/GENO_0000840,
639ff872-0174-4f9c-83d6-5b14bb30a639,ClinVarVariant:803848,MONDO:0010679,GENO:0000840,pathogenic_for_condition,http://purl.obolibrary.org/obo/GENO_0000840,
9fab9aa4-8842-4059-8519-11d5ed067bc8,ClinVarVariant:217214,HGNC:2928,GENO:0000418,has_affected_feature,http://purl.obolibrary.org/obo/GENO_0000418,
3a9577a9-477a-4598-b351-0bbd3858f960,HGNC:2928,HGNC:329,RO:0002434,interacts with,http://purl.obolibrary.org/obo/RO_0002434,PMID:29872149
80ca646b-5b76-4e3c-a4ee-221758d735ab,HGNC:11943,HGNC:2928,RO:0002434,interacts with,http://purl.obolibrary.org/obo/RO_0002434,
77530a6b-73de-4fde-bacc-92e8623e689b,ClinVarVariant:983946,MONDO:0010679,GENO:0000841,likely_pathogenic_for_condition,http://purl.obolibrary.org/obo/GENO_0000841,
0b2edc86-d495-4bb1-a152-586ad75eec0b,ClinVarVariant:584282,MONDO:0010679,GENO:0000840,pathogenic_for_condition,http://purl.obolibrary.org/obo/GENO_0000840,
bcce702b-8401-4665-ab0a-4b3299d4b5fc,ClinVarVariant:803804,HGNC:2928,GENO:0000418,has_affected_feature,http://purl.obolibrary.org/obo/GENO_0000418,
4fd39661-24b3-48c9-934c-4e30931d6cad,ClinVarVariant:803925,MONDO:0010679,GENO:0000840,pathogenic_for_condition,http://purl.obolibrary.org/obo/GENO_0000840,
cd794881-a616-43f5-9f24-7ca213924d10,ClinVarVariant:526141,HGNC:2928,GENO:0000418,has_affected_feature,http://purl.obolibrary.org/obo/GENO_0000418,
209ce55c-4db0-4f58-a57f-424d933d1b36,ClinVarVariant:803794,HGNC:2928,GENO:0000418,has_affected_feature,http://purl.obolibrary.org/obo/GENO_0000418,
d0c3c0f8-8e39-45bd-ae57-38680e5f0d37,ClinVarVariant:649626,HGNC:2928,GENO:0000418,has_affected_feature,http://purl.obolibrary.org/obo/GENO_0000418,
d3e97fa3-ed92-4cfa-811a-8ca750b9049a,ClinVarVariant:803960,MONDO:0010679,GENO:0000840,pathogenic_for_condition,http://purl.obolibrary.org/obo/GENO_0000840,
dee56d17-e79b-4ea7-b2f9-cc65681af9bb,ClinVarVariant:833017,HGNC:2928,GENO:0000418,has_affected_feature,http://purl.obolibrary.org/obo/GENO_0000418,
d29c9441-f2fd-47f2-95ad-313474512185,ClinVarVariant:951722,HGNC:2928,GENO:0000418,has_affected_feature,http://purl.obolibrary.org/obo/GENO_0000418,
10845df8-425e-48b0-93cf-ee796e19476a,ClinVarVariant:455813,HGNC:2928,GENO:0000418,has_affected_feature,http://purl.obolibrary.org/obo/GENO_0000418,
afd8d32d-c0e0-4c15-8f32-3ea0c5fe5f42,HGNC:2928,HP:0010628,RO:0002200,has phenotype,http://purl.obolibrary.org/obo/RO_0002200,MONDO:0019181
dc6809bf-1c2a-4f60-82cf-72c1a260df7a,MONDO:0010679,HP:0008981,RO:0002200,has phenotype,http://purl.obolibrary.org/obo/RO_0002200,MONDO:0010679
6b17f233-a888-43a4-aa1b-48ed3ffa6c0f,ClinVarVariant:917404,MONDO:0010679,GENO:0000840,pathogenic_for_condition,http://purl.obolibrary.org/obo/GENO_0000840,
6d66a52d-7e81-4111-a108-2d9ad1d42da9,ClinVarVariant:937223,MONDO:0010679,GENO:0000840,pathogenic_for_condition,http://purl.obolibrary.org/obo/GENO_0000840,PMID:19760747|PMID:27593222
aeeff7e5-96d8-404f-8df2-8eea3c6afa47,ClinVarVariant:239606,HGNC:2928,GENO:0000418,has_affected_feature,http://purl.obolibrary.org/obo/GENO_0000418,
0d823034-7ce1-4027-9b76-b2281feb64a8,ClinVarVariant:526148,HGNC:2928,GENO:0000418,has_affected_feature,http://purl.obolibrary.org/obo/GENO_0000418,
64c364d3-8732-4e65-a1cc-bdfa2109b031,ClinVarVariant:526168,HGNC:2928,GENO:0000418,has_affected_feature,http://purl.obolibrary.org/obo/GENO_0000418,
b0b08978-46df-4f06-b2b9-ce1695d09ebc,ClinVarVariant:374372,HGNC:2928,GENO:0000418,has_affected_feature,http://purl.obolibrary.org/obo/GENO_0000418,
77116831-9b49-41c6-969d-8fee28b9c5fd,HGNC:2928,HGNC:17273,RO:0002434,interacts with,http://purl.obolibrary.org/obo/RO_0002434,PMID:26496610
b954f559-3b7f-4fdb-aa0f-3ef949726201,ClinVarVariant:803823,HGNC:2928,GENO:0000418,has_affected_feature,http://purl.obolibrary.org/obo/GENO_0000418,
7acdb6e5-8e18-4567-a564-a1e9de911d20,ClinVarVariant:656845,MONDO:0010679,GENO:0000840,pathogenic_for_condition,http://purl.obolibrary.org/obo/GENO_0000840,PMID:9007319|PMID:1889805|PMID:23829870|PMID:26081009
0fe23eb1-210a-4946-ac47-3494e4cf1cc9,MGI:5529018,MONDO:0010679,RO:0003301,has role in modeling,http://purl.obolibrary.org/obo/RO_0003301,PMID:23831727
46057650-5da1-4101-b60f-c1d9f3b4ea9b,HGNC:11874,HGNC:2928,RO:0002434,interacts with,http://purl.obolibrary.org/obo/RO_0002434,
6dd0ca73-278e-4642-bf63-12e8bc59d02e,ClinVarVariant:455811,MONDO:0010679,GENO:0000840,pathogenic_for_condition,http://purl.obolibrary.org/obo/GENO_0000840,
180dead5-5a39-4a68-b011-ab8656f4de4d,ClinVarVariant:851300,MONDO:0010679,GENO:0000841,likely_pathogenic_for_condition,http://purl.obolibrary.org/obo/GENO_0000841,PMID:25007885|PMID:16770791
c5338a85-3850-4de0-a4b0-35912c193370,ClinVarVariant:803886,HGNC:2928,GENO:0000418,has_affected_feature,http://purl.obolibrary.org/obo/GENO_0000418,
c517a756-d69a-460f-ab7d-839b02ffb6c3,OMIM:300377.0026,HGNC:2928,GENO:0000408,is_allele_of,http://purl.obolibrary.org/obo/GENO_0000408,
3f19d76f-3ec8-442c-bdd7-4385c0ea2efb,ClinVarVariant:11216,MONDO:0010679,GENO:0000840,pathogenic_for_condition,http://purl.obolibrary.org/obo/GENO_0000840,PMID:1601417
0977106f-fcde-42f3-8114-06ebbaf3f423,HGNC:10806,HGNC:2928,RO:0002434,interacts with,http://purl.obolibrary.org/obo/RO_0002434,
