id,label,iri,semantic
ENSEMBL:ENSFCAG00000045915,ENSEMBL:ENSFCAG00000045915,,gene
ZFIN:ZDB-GENE-050417-355,creb1b,,gene
MGI:2447811,Aldoart1,,gene
WBPhenotype:0001953,nuclear fallout,,phenotype
dictyBase:DDB_G0282381,gefC,,gene
MGI:2152346,Taf4,,gene
HP:0003450,Axonal regeneration,,phenotype
ENSEMBL:ENSCAFG00000002699,CNOT3,,gene
dbSNP:rs2298969,rs2298969-?,,variant
ENSEMBL:ENSECAG00000011835,ENSEMBL:ENSECAG00000011835,,gene
WBPhenotype:0001018,cytokinesis variant emb,,phenotype
WBPhenotype:0001719,unfolded protein response variant,,phenotype
ZP:0006352,"extracellular matrix chondrocyte decreased mass density, abnormal",,phenotype
ENSEMBL:ENSGALG00000007970,PIAS1,,gene
PomBase:SPAC806.07,ndk1,,gene
ENSEMBL:ENSPTRG00000033764,ENSEMBL:ENSPTRG00000033764,,gene
MP:0002969,impaired social transmission of food preference,,phenotype
PomBase:SPCC16C4.02c,SPCC16C4.02c,,gene
ENSEMBL:ENSPTRG00000006509,ENSEMBL:ENSPTRG00000006509,,gene
ENSEMBL:ENSOANG00000048825,ENSEMBL:ENSOANG00000048825,,gene
WBPhenotype:0002495,ectopic hypodermis,,phenotype
WormBase:WBGene00004303,ran-2,,gene
HP:0007772,Impaired smooth pursuit,,phenotype
ENSEMBL:ENSBTAG00000013485,ENSEMBL:ENSBTAG00000013485,,gene
ENSEMBL:ENSMODG00000021004,ENSEMBL:ENSMODG00000021004,,gene
WormBase:WBGene00003401,mpk-1,,gene
ENSEMBL:ENSPTRG00000005224,ENSEMBL:ENSPTRG00000005224,,gene
HP:0031793,Increased serum leptin,,phenotype
ZP:0137506,"secondary motor neuron process quality axon guidance, abnormal",,phenotype
HGNC:6392,KIF23,,gene
ENSEMBL:ENSBTAG00000047834,EFR3A,,gene
ENSEMBL:ENSCAFG00000008410,RASA1,,gene
dictyBase:DDB_G0281461,sodF,,gene
WBPhenotype:0000761,spindle position orientation defective early emb,,phenotype
3157,diosmin,,drug
Xenbase:XB-GENE-6085075,rasa1,,gene
HP:0002094,Dyspnea,,phenotype
HP:0012249,Abnormal ST segment,,phenotype
ENSEMBL:ENSPTRG00000020672,ENSEMBL:ENSPTRG00000020672,,gene
MP:0010395,abnormal pharyngeal arch development,,phenotype
ENSEMBL:ENSFCAG00000009629,ENSEMBL:ENSFCAG00000009629,,gene
ZP:0001214,"dopaminergic neuron caudal tuberculum decreased amount, abnormal",,phenotype
ZFIN:ZDB-GENE-031001-1,hspa12a,,gene
MGI:5635161,Tg(HTT*)LXwy [involves: FVB/NJ],,genotype
ENSEMBL:ENSPTRG00000045225,ENSEMBL:ENSPTRG00000045225,,gene
Xenbase:XB-GENE-979184,ikbkg,,gene
ENSEMBL:ENSPTRG00000008094,ENSEMBL:ENSPTRG00000008094,,gene
FlyBase:FBgn0029893,CG14442,,gene
MP:0020434,increased astrocyte size,,phenotype
ENSEMBL:ENSOANG00000045504,ENSEMBL:ENSOANG00000045504,,gene
EnsemblGenome:AT1G62040,EnsemblGenome:AT1G62040,,gene
ENSEMBL:ENSBTAG00000009035,CENPE,,gene
ENSEMBL:ENSECAG00000031123,ENSEMBL:ENSECAG00000031123,,gene
HP:0031843,Bradyphrenia,,phenotype
WBPhenotype:0000698,vulvaless,,phenotype
ZP:0019021,"cranial skeletal system development disrupted, abnormal",,phenotype
MP:0010639,abnormal tumor pathology,,phenotype
ENSEMBL:ENSACAG00000004943,ENSEMBL:ENSACAG00000004943,,gene
WBPhenotype:0001655,cadmium hypersensitive,,phenotype
Xenbase:XB-GENE-6257393,gemin7,,gene
EFO:0007800,body fat percentage,,phenotype
ENSEMBL:ENSMODG00000005047,ENSEMBL:ENSMODG00000005047,,gene
Xenbase:XB-GENE-955189,bcar1,,gene
ENSEMBL:ENSMODG00000043149,ENSEMBL:ENSMODG00000043149,,gene
WormBase:WBGene00019183,npr-30,,gene
ZP:0022867,"cardiac muscle cell increased occurrence cell population proliferation, abnormal",,phenotype
Xenbase:XB-GENE-955353,hmg20a,,gene
WBPhenotype:0000463,metabolic pathway variant,,phenotype
MP:0000774,decreased brain size,,phenotype
ZFIN:ZDB-GENE-020220-1,appb,,gene
HP:0011018,Abnormality of the cell cycle,,phenotype
ENSEMBL:ENSSSCG00000036924,PSMA4,,gene
WormBase:WBGene00018135,F37A4.5,,gene
ENSEMBL:ENSMODG00000025382,ENSEMBL:ENSMODG00000025382,,gene
HGNC:18381,SYT12,,gene
MP:0008584,photoreceptor outer segment degeneration,,phenotype
ZP:0009379,"swimming decreased process quality, abnormal",,phenotype
ZP:0004266,"axis elongation decreased process quality, abnormal",,phenotype
ZP:0006173,"double-strand break repair via homologous recombination decreased frequency, abnormal",,phenotype
MP:0008477,decreased spleen red pulp amount,,phenotype
MP:0001710,absent amniotic folds,,phenotype
ENSEMBL:ENSMODG00000018305,ENSEMBL:ENSMODG00000018305,,gene
FlyBase:FBgn0010380,AP-1-2beta,,gene
ZP:0008043,"optomotor response disrupted, abnormal",,phenotype
MP:0001648,abnormal apoptosis,,phenotype
4190,ruxolitinib,,drug
ZP:0011676,"interhyoideus decreased thickness, abnormal",,phenotype
ZP:0020332,"brain increased process quality mitotic cell cycle, abnormal",,phenotype
ENSEMBL:ENSBTAG00000006879,ENSEMBL:ENSBTAG00000006879,,gene
ZP:0002783,"ribosome biogenesis disrupted, abnormal",,phenotype
MP:0000164,abnormal cartilage development,,phenotype
MGI:104897,Rest,,gene
MGI:95485,Fasn,,gene
ZFIN:ZDB-GENE-031118-188,rab11al,,gene
MGI:2670976,Fez1,,gene
WBPhenotype:0002300,coiling frequency increased,,phenotype
WormBase:WBGene00019666,sago-1,,gene
HP:0009466,Radial deviation of finger,,phenotype
MP:0012541,absent lamina terminalis,,phenotype
WBPhenotype:0001276,ectopic expression transgene,,phenotype
Xenbase:XB-GENE-958256,sh3gl3,,gene
ZP:0013258,"circadian rhythm process quality, abnormal",,phenotype
ENSEMBL:ENSPTRG00000050388,ENSEMBL:ENSPTRG00000050388,,gene
ENSEMBL:ENSPTRG00000000484,ENSEMBL:ENSPTRG00000000484,,gene
HP:0200146,Mucoid extracellular matrix accumulation,,phenotype
ENSEMBL:ENSPTRG00000013566,ENSEMBL:ENSPTRG00000013566,,gene
FlyBase:FBgn0034173,CG9010,,gene
WormBase:WBGene00018603,F48E3.2,,gene
MP:0001800,abnormal humoral immune response,,phenotype
HP:0001518,Small for gestational age,,phenotype
Xenbase:XB-GENE-949692,nbr1,,gene
ENSEMBL:ENSOANG00000045527,ENSEMBL:ENSOANG00000045527,,gene
HP:0002647,Aortic dissection,,phenotype
Coriell:GM04837,NIGMS-GM04837,,biological artifact
HGNC:16854,RAPGEF2,,gene
ENSEMBL:ENSOANG00000010366,ENSEMBL:ENSOANG00000010366,,gene
MP:0008347,decreased gamma-delta T cell number,,phenotype
ENSEMBL:ENSGALG00000004160,ENSEMBL:ENSGALG00000004160,,gene
SGD:S000003893,NMD5,,gene
90,adenosine,,drug
SGD:S000003478,BRF1,,gene
HP:0410009,Abnormality of the somatic nervous system,,phenotype
MP:0008449,abnormal retinal cone cell outer segment morphology,,phenotype
ENSEMBL:ENSBTAG00000007599,ENSEMBL:ENSBTAG00000007599,,gene
ZFIN:ZDB-GENE-040426-993,ncor1,,gene
ENSEMBL:ENSCAFG00000017677,ENSEMBL:ENSCAFG00000017677,,gene
ENSEMBL:ENSSSCG00000033966,A0A287AXW5,,gene
HGNC:12509,UBQLN2,,gene
EFO:0005208,glomerular filtration rate,,phenotype
HP:0011115,Abnormality of chemokine secretion,,phenotype
WBPhenotype:0000071,head morphology variant,,phenotype
ENSEMBL:ENSMMUG00000021380,ENSEMBL:ENSMMUG00000021380,,gene
HP:0000396,Overfolded helix,,phenotype
ENSEMBL:ENSECAG00000015479,ENSEMBL:ENSECAG00000015479,,gene
EnsemblGenome:BAA16405,EnsemblGenome:BAA16405,,gene
ZP:0012680,"female organism increased female fertility, abnormal",,phenotype
dictyBase:DDB_G0271750,nfaA,,gene
MONARCH:APO_0000041APO_0000246,sporulation:increased rate,,phenotype
HP:0001730,Progressive hearing impairment,,phenotype
HGNC:4851,HTT,,gene
MP:0030939,abnormal autophagosome formation,,phenotype
HP:0011991,Abnormal neutrophil count,,phenotype
MONARCH:APO_0000204APO_0000117,hyperosmotic stress resistance:normal,,phenotype
ZFIN:ZDB-GENE-090311-50,rasa1b,,gene
HGNC:554,AP1B1,,gene
HGNC:12420,TUFM,,gene
MP:0011110,"preweaning lethality, incomplete penetrance",,phenotype
Coriell:GM06581,NIGMS-GM06581,,biological artifact
RGD:1309918,Rnaset2,,gene
PomBase:SPBC14F5.03c,kap123,,gene
ENSEMBL:ENSBTAG00000014377,CHD3,,gene
ENSEMBL:ENSFCAG00000037386,ENSEMBL:ENSFCAG00000037386,,gene
HGNC:5960,IKBKB,,gene
WormBase:WBGene00011737,sqst-1,,gene
Xenbase:XB-GENE-486558,pias1,,gene
HP:0000729,Autistic behavior,,phenotype
ZFIN:ZDB-FISH-170608-17,<zf696Tg>/<?>; <zf703Tg>/<?> [unspecified background],,genotype
HP:0002045,Hypothermia,,phenotype
HP:0410151,Eosinophilic infiltration of the esophagus,,phenotype
SGD:S000005562,PEP12,,gene
HP:0001258,Spastic paraplegia,,phenotype
MP:0004298,vestibular ganglion degeneration,,phenotype
WormBase:WBGene00012315,immt-2,,gene
ZFIN:ZDB-GENE-030131-2829,sp1,,gene
4483,carfilzomib,,drug
FBcv:0002034,majority die during pupal stage,,phenotype
ENSEMBL:ENSSSCG00000016958,PIK3R1,,gene
ENSEMBL:ENSPTRG00000013699,ENSEMBL:ENSPTRG00000013699,,gene
PomBase:SPAC926.07c,dlc2,,gene
MP:0011084,"lethality at weaning, incomplete penetrance",,phenotype
MP:0005445,abnormal neurotransmitter secretion,,phenotype
MP:0020533,decreased pons size,,phenotype
ENSEMBL:ENSACAG00000000562,ENSEMBL:ENSACAG00000000562,,gene
MONARCH:APO_0000095APO_0000002,chemical compound accumulation:abnormal,,phenotype
ENSEMBL:ENSECAG00000034339,ENSEMBL:ENSECAG00000034339,,gene
ENSEMBL:ENSPTRG00000010021,ENSEMBL:ENSPTRG00000010021,,gene
dictyBase:DDB_G0281085,TFIIIA,,gene
MP:0002059,abnormal seminal vesicle morphology,,phenotype
FlyBase:FBgn0010406,RNaseX25,,gene
HP:0025356,Psychomotor retardation,,phenotype
HP:0001000,Abnormality of skin pigmentation,,phenotype
MP:0000159,abnormal xiphoid process morphology,,phenotype
SGD:S000003765,APL1,,gene
WBPhenotype:0000013,dauer defective,,phenotype
MGI:108418,Npy2r,,gene
ENSEMBL:ENSECAG00000008264,ENSEMBL:ENSECAG00000008264,,gene
dictyBase:DDB_G0294571,DDB_G0294571,,gene
MP:0013542,abnormal submandibular gland branching morphogenesis,,phenotype
ENSEMBL:ENSMODG00000011925,ENSEMBL:ENSMODG00000011925,,gene
WBPhenotype:0000442,larval development retarded,,phenotype
ENSEMBL:ENSMODG00000000485,ENSEMBL:ENSMODG00000000485,,gene
ZP:0106672,"granulocyte rostral blood island decreased amount, abnormal",,phenotype
HP:0000762,Decreased nerve conduction velocity,,phenotype
ENSEMBL:ENSSSCG00000029174,ENSEMBL:ENSSSCG00000029174,,gene
MP:0002966,decreased circulating alkaline phosphatase level,,phenotype
MGI:2444552,Actbl2,,gene
HP:0030680,Abnormality of cardiovascular system morphology,,phenotype
RGD:1595869,RT1-CE1,,gene
MP:0000203,abnormal circulating aspartate transaminase level,,phenotype
MP:0020420,abnormal freezing behavior,,phenotype
Coriell:GM04197,NIGMS-GM04197,,biological artifact
WormBase:WBGene00009976,swan-2,,gene
ENSEMBL:ENSFCAG00000044541,ENSEMBL:ENSFCAG00000044541,,gene
MONARCH:APO_0000242APO_0000002,lipid particle morphology:abnormal,,phenotype
ENSEMBL:ENSECAG00000013458,ENSEMBL:ENSECAG00000013458,,gene
RGD:628631,Mrfap1,,gene
ENSEMBL:ENSGALG00000037802,RAB2B,,gene
MP:0004069,abnormal muscle spindle morphology,,phenotype
MGI:103071,Rangap1,,gene
MP:0009832,abnormal sperm mitochondrial sheath morphology,,phenotype
WormBase:WBGene00000149,apl-1,,gene
MP:0010219,increased T-helper 17 cell number,,phenotype
HP:0011100,Intestinal atresia,,phenotype
ENSEMBL:ENSXETG00000012424,lipt1,,gene
Coriell:GM04846,NIGMS-GM04846,,biological artifact
MP:0010124,decreased bone mineral content,,phenotype
ENSEMBL:ENSSSCG00000008376,COMMD1,,gene
dictyBase:DDB_G0271676,DDB_G0271676,,gene
ZP:0007017,"slow muscle cell broken, abnormal",,phenotype
ZP:0001270,"ventricular system dilated, abnormal",,phenotype
HP:0003074,Hyperglycemia,,phenotype
ENSEMBL:ENSFCAG00000005587,ENSEMBL:ENSFCAG00000005587,,gene
MP:0003998,decreased thermal nociceptive threshold,,phenotype
ENSEMBL:ENSSSCG00000007503,ENSEMBL:ENSSSCG00000007503,,gene
ENSEMBL:ENSMODG00000015317,ENSEMBL:ENSMODG00000015317,,gene
HP:0003765,Psoriasiform dermatitis,,phenotype
ENSEMBL:ENSFCAG00000030741,ENSEMBL:ENSFCAG00000030741,,gene
ENSEMBL:ENSPTRG00000015352,ENSEMBL:ENSPTRG00000015352,,gene
HP:0001007,Hirsutism,,phenotype
ZP:0100536,"facial nerve motor nucleus displaced to motor neuron rhombomere 4, abnormal",,phenotype
FlyBase:FBgn0036934,sNPF-R,,gene
ENSEMBL:ENSOANG00000050535,ENSEMBL:ENSOANG00000050535,,gene
ENSEMBL:ENSPTRG00000009642,ENSEMBL:ENSPTRG00000009642,,gene
ZFIN:ZDB-GENE-040912-78,tgm2a,,gene
ZP:0005093,"regulation of cell cycle arrest disrupted, abnormal",,phenotype
ZFIN:ZDB-GENE-070912-634,pfkpb,,gene
ENSEMBL:ENSACAG00000009914,ENSEMBL:ENSACAG00000009914,,gene
MP:0005098,abnormal optic choroid morphology,,phenotype
ENSEMBL:ENSECAG00000015838,ENSEMBL:ENSECAG00000015838,,gene
ZP:0010154,"neuromast shape, abnormal",,phenotype
ENSEMBL:ENSACAG00000001869,ENSEMBL:ENSACAG00000001869,,gene
ZP:0000752,"cardiac muscle cell increased amount, abnormal",,phenotype
dbSNP:rs6882169,rs6882169-?,,variant
dictyBase:DDB_G0282793,wdr61,,gene
MP:0004806,absent germ cells,,phenotype
ENSEMBL:ENSFCAG00000029873,ENSEMBL:ENSFCAG00000029873,,gene
ENSEMBL:ENSACAG00000005494,ENSEMBL:ENSACAG00000005494,,gene
ZP:0019800,"posterior lateral plate mesoderm increased amount, abnormal",,phenotype
ENSEMBL:ENSSSCG00000024285,DLG4,,gene
MP:0000755,hindlimb paralysis,,phenotype
ZFIN:ZDB-GENE-990415-94,hsp90aa1.1,,gene
ZFIN:ZDB-GENE-070410-56,psmd14,,gene
dictyBase:DDB_G0288795,DDB_G0288795,,gene
RGD:1561661,RGD1561661,,gene
ZP:0019154,"eye photoreceptor cell vacuolated, abnormal",,phenotype
ZP:0103452,"angiogenic sprout central artery decreased amount, abnormal",,phenotype
WBPhenotype:0000576,organism physiology phenotype,,phenotype
ENSEMBL:ENSMMUG00000010152,ENSEMBL:ENSMMUG00000010152,,gene
ENSEMBL:ENSOANG00000029349,ENSEMBL:ENSOANG00000029349,,gene
HGNC:3293,EIF4E2,,gene
HGNC:11522,TACC1,,gene
XPO:0141505,abnormal tadpole morphology,,phenotype
MGI:3711010,Htt<tm1Hay>/Htt<tm1Hay>; Tg(YAC353G6)W7Hay [involves: C57BL/6J * FVB/NJ],,genotype
MP:0001718,abnormal visceral yolk sac morphology,,phenotype
ZP:0007287,"central artery morphology, abnormal",,phenotype
MP:0020913,increased susceptibility to Riboviria infection,,phenotype
MP:0002362,abnormal spleen marginal zone morphology,,phenotype
ENSEMBL:ENSBTAG00000006175,KDM5B,,gene
RGD:1563983,Ubl4a,,gene
ENSEMBL:ENSFCAG00000003235,ENSEMBL:ENSFCAG00000003235,,gene
MP:0000379,decreased hair follicle number,,phenotype
ZP:0002921,"gut epithelium morphology, abnormal",,phenotype
ENSEMBL:ENSGALG00000011278,KAT2B,,gene
ENSEMBL:ENSFCAG00000046095,ENSEMBL:ENSFCAG00000046095,,gene
MGI:1351511,Psmd7,,gene
ZP:0021485,"neural crest cell process quality endocytosis, abnormal",,phenotype
ENSEMBL:ENSPTRG00000045136,ENSEMBL:ENSPTRG00000045136,,gene
RGD:1308509,Hbs1l,,gene
ZP:0001454,"extension aplastic, abnormal",,phenotype
MP:0003299,gastric polyps,,phenotype
ZP:0008034,"contractile fiber skeletal muscle decreased size, abnormal",,phenotype
HP:0010701,Abnormal immunoglobulin level,,phenotype
MP:0005448,abnormal energy homeostasis,,phenotype
HP:0011019,Abnormality of chromosome condensation,,phenotype
Xenbase:XB-GENE-956125,git1,,gene
ENSEMBL:ENSFCAG00000028210,ENSEMBL:ENSFCAG00000028210,,gene
ENSEMBL:ENSOANG00000006879,ENSEMBL:ENSOANG00000006879,,gene
MONARCH:APO_0000047APO_0000003,transposable element transposition:decreased,,phenotype
HP:0000204,Cleft upper lip,,phenotype
MP:0000352,decreased cell proliferation,,phenotype
ENSEMBL:ENSMMUG00000010767,ENSEMBL:ENSMMUG00000010767,,gene
MP:0008277,abnormal sternum ossification,,phenotype
ENSEMBL:ENSCAFG00000006611,HOXC4,,gene
RGD:71015,Ap2a2,,gene
MONARCH:APO_0000081APO_0000004,killer toxin resistance:increased,,phenotype
681,clioquinol,,drug
ZP:0001624,"otolith decreased amount, abnormal",,phenotype
ZP:0003210,"whole organism decreased mobility, abnormal",,phenotype
HP:0005537,Decreased mean platelet volume,,phenotype
ZP:0001449,"whole organism curved dorsal, abnormal",,phenotype
ENSEMBL:ENSPTRG00000042894,ENSEMBL:ENSPTRG00000042894,,gene
ZP:0002086,"erythrocyte differentiation disrupted, abnormal",,phenotype
ENSEMBL:ENSMODG00000003133,ENSEMBL:ENSMODG00000003133,,gene
MP:0001905,abnormal dopamine level,,phenotype
RGD:1598233,RT1-T24-4,,gene
ENSEMBL:ENSMODG00000018722,ENSEMBL:ENSMODG00000018722,,gene
ENSEMBL:ENSCAFG00000013367,ENSEMBL:ENSCAFG00000013367,,gene
MP:0009181,decreased pancreatic delta cell number,,phenotype
ZP:0003846,"kinocilium neuromast absent, abnormal",,phenotype
HGNC:9966,REST,,gene
PomBase:SPBC12C2.10c,pst1,,gene
WBPhenotype:0001239,mating latency increased,,phenotype
MGI:4438242,Htt<tm1Szi>/Htt<tm1Szi>; Tg(HTT*)1Xwy [involves: 129S/SvEv * FVB],,genotype
ZP:0107019,"Non-Lymphoid leukaemias whole organism increased amount, abnormal",,phenotype
FlyBase:FBgn0039373,BcDNA:AT16150,,gene
ENSEMBL:ENSOANG00000005852,ENSEMBL:ENSOANG00000005852,,gene
MGI:3723505,Tg(HD)63Aron [involves: C57BL/6 * SJL],,genotype
WBPhenotype:0000058,late larval lethal,,phenotype
ENSEMBL:ENSSSCG00000040510,KIF9,,gene
ENSEMBL:ENSACAG00000001189,ENSEMBL:ENSACAG00000001189,,gene
ENSEMBL:ENSOANG00000012904,ENSEMBL:ENSOANG00000012904,,gene
FlyBase:FBgn0029629,eIF3g1,,gene
MP:0005406,abnormal heart size,,phenotype
ENSEMBL:ENSOANG00000007307,ENSEMBL:ENSOANG00000007307,,gene
MGI:1923831,Wipi2,,gene
FBcv:0000381,suppressor of variegation,,phenotype
HP:0000738,Hallucinations,,phenotype
MP:0003400,kinked neural tube,,phenotype
SGD:S000002598,RVB1,,gene
HP:0040140,Degeneration of the striatum,,phenotype
ENSEMBL:ENSBTAG00000034170,LOC101902172,,gene
ZP:0020460,"ceratohyal cartilage polarity, abnormal",,phenotype
WBPhenotype:0002402,cell position defective,,phenotype
ZP:0012503,"neuromuscular junction trunk morphology, abnormal",,phenotype
WBPhenotype:0002302,nose movement decreased,,phenotype
ZP:0008040,"Z disc cardiac muscle cell broken, abnormal",,phenotype
ZP:0011825,"cell EVL morphology, abnormal",,phenotype
ENSEMBL:ENSMMUG00000014853,ENSEMBL:ENSMMUG00000014853,,gene
HGNC:10303,RPL13,,gene
WBPhenotype:0000010,drug hypersensitive,,phenotype
MP:0006123,tricuspid valve atresia,,phenotype
MP:0010289,increased urinary system tumor incidence,,phenotype
MP:0008554,decreased circulating tumor necrosis factor level,,phenotype
ENSEMBL:ENSGALG00000013738,OPTN,,gene
ENSEMBL:ENSECAG00000009632,ENSEMBL:ENSECAG00000009632,,gene
PomBase:SPBC106.03,SPBC106.03,,gene
HP:0100615,Ovarian neoplasm,,phenotype
HGNC:18229,RASD2,,gene
ZFIN:ZDB-GENE-090521-5,tacc1,,gene
MP:0001181,absent lungs,,phenotype
ZP:0000586,"anterior-posterior axis whole organism decreased length, abnormal",,phenotype
MP:0004876,decreased mean systemic arterial blood pressure,,phenotype
ZP:0138135,"cardiac myofibril cardiac ventricle increased contractility, abnormal",,phenotype
ZP:0003690,"axis specification disrupted, abnormal",,phenotype
EnsemblGenome:AT5G56030,EnsemblGenome:AT5G56030,,gene
ENSEMBL:ENSPTRG00000013695,ENSEMBL:ENSPTRG00000013695,,gene
ZP:0002191,"axon trigeminal motor nucleus decreased length, abnormal",,phenotype
EFO:0009473,hemolysis,,phenotype
MGI:1927140,Git1,,gene
ENSEMBL:ENSOANG00000009877,ENSEMBL:ENSOANG00000009877,,gene
MP:0002682,decreased mature ovarian follicle number,,phenotype
WBPhenotype:0002293,body posture amplitude increased,,phenotype
HP:0004209,Clinodactyly of the 5th finger,,phenotype
dictyBase:DDB_G0278867,DDB0206250,,gene
FlyBase:FBgn0261797,Dhc64C,,gene
MGI:5432190,Tg(YAC128)55Hay/Tg(YAC128)55Hay [FVB/N-Tg(YAC128)55Hay],,genotype
ENSEMBL:ENSGALG00000035804,ENSEMBL:ENSGALG00000035804,,gene
FlyBase:FBgn0023395,Chd3,,gene
MGI:2386306,Eppk1,,gene
FlyBase:FBgn0035675,CG6610,,gene
HP:0100790,Hernia,,phenotype
WBPhenotype:0002519,axon length reduced,,phenotype
ZP:0018641,"cardiac ventricle increased distribution, abnormal",,phenotype
HP:0001618,Dysphonia,,phenotype
WBPhenotype:0000511,nuclear positioning variant,,phenotype
dictyBase:DDB_G0275955,rabH,,gene
dictyBase:DDB_G0290961,zfaA,,gene
ENSEMBL:ENSBTAG00000011150,ENSEMBL:ENSBTAG00000011150,,gene
MP:0030987,spinal cord inflammation,,phenotype
MP:0005547,abnormal Muller cell morphology,,phenotype
HP:0000444,Convex nasal ridge,,phenotype
MP:0004529,decreased outer hair cell stereocilia number,,phenotype
ENSEMBL:ENSOANG00000008402,ENSEMBL:ENSOANG00000008402,,gene
RGD:62038,Dctn1,,gene
MP:0000453,absent mouth,,phenotype
ENSEMBL:ENSSSCG00000006881,A0A287B6Z9,,gene
ZP:0019342,"cell adhesion process quality, abnormal",,phenotype
RGD:68371,Mtor,,gene
ENSEMBL:ENSCAFG00000010856,ENSEMBL:ENSCAFG00000010856,,gene
MP:0003927,increased cellular glucose import,,phenotype
ZFIN:ZDB-GENE-110411-205,mid1,,gene
HP:0004324,Increased body weight,,phenotype
ENSEMBL:ENSBTAG00000017618,MAP3K10,,gene
ENSEMBL:ENSPTRG00000019319,ENSEMBL:ENSPTRG00000019319,,gene
HP:0030341,Decreased circulating follicle stimulating hormone concentration,,phenotype
HP:0002088,Abnormal lung morphology,,phenotype
MP:0000788,abnormal cerebral cortex morphology,,phenotype
dictyBase:DDB_G0269230,fpaA,,gene
FlyBase:FBgn0003410,sina,,gene
ENSEMBL:ENSRNOG00000029227,D3ZD02,,gene
ENSEMBL:ENSMODG00000005141,ENSEMBL:ENSMODG00000005141,,gene
ZP:0020598,"primary motor neuron increased amount, abnormal",,phenotype
ENSEMBL:ENSBTAG00000012885,ENSEMBL:ENSBTAG00000012885,,gene
MONARCH:APO_0000212APO_0000002,bud morphology:abnormal,,phenotype
ENSEMBL:ENSECAG00000003103,ENSEMBL:ENSECAG00000003103,,gene
HP:0002758,Osteoarthritis,,phenotype
ZP:0010935,"vein morphology, abnormal",,phenotype
MP:0003990,decreased neurotransmitter release,,phenotype
ENSEMBL:ENSGALG00000004874,ENSEMBL:ENSGALG00000004874,,gene
ENSEMBL:ENSMODG00000011824,ENSEMBL:ENSMODG00000011824,,gene
MP:0008346,increased gamma-delta T cell number,,phenotype
MP:0006380,abnormal spermatid morphology,,phenotype
ENSEMBL:ENSRNOG00000061474,ENSEMBL:ENSRNOG00000061474,,gene
Xenbase:XB-GENE-478689,bag6,,gene
MP:0011093,"embryonic lethality at implantation, complete penetrance",,phenotype
MGI:1928386,Rassf1,,gene
RGD:1310521,Ranbp1,,gene
ENSEMBL:ENSACAG00000014240,ENSEMBL:ENSACAG00000014240,,gene
ZP:0019501,"brain increased amount, abnormal",,phenotype
ZP:0000380,"intestine increased thickness, abnormal",,phenotype
ENSEMBL:ENSECAG00000023179,ENSEMBL:ENSECAG00000023179,,gene
ENSEMBL:ENSPTRG00000023600,ENSEMBL:ENSPTRG00000023600,,gene
MP:0010157,abnormal small intestinal crypt cell proliferation,,phenotype
HP:0012554,Absent thumbnail,,phenotype
ZFIN:ZDB-GENE-031030-1,tardbpa,,gene
WBPhenotype:0000275,organism UV hypersensitive,,phenotype
ZP:0002570,"neural tube increased width, abnormal",,phenotype
MONARCH:APO_0000312APO_0000003,cell death:decreased,,phenotype
MGI:3584455,Gt(ROSA)26Sor<tm1(HD*103Q)Xwy>; Tg(Nes-cre)1Kln [involves: 129S1/Sv * 129X1/SvJ * C57BL/6 * SJL],,genotype
ZP:0009928,"heart looping decreased occurrence, abnormal",,phenotype
MP:0008177,increased germinal center B cell number,,phenotype
HP:0002797,Osteolysis,,phenotype
MONARCH:APO_0000087APO_0000004,resistance to chemicals:increased,,phenotype
XPO:0103316,absent tail bud,,phenotype
HP:0001643,Patent ductus arteriosus,,phenotype
ENSEMBL:ENSMODG00000008482,ENSEMBL:ENSMODG00000008482,,gene
MP:0008127,decreased dendritic cell number,,phenotype
MGI:5763069,Supt4a<tm1Yty>/Supt4a<+>; Tg(HDexon1)62Gpb [involves: 129S6/SvEvTac * C57BL/6 * CBA],,genotype
MP:0005240,abnormal amacrine cell morphology,,phenotype
MP:0004769,abnormal synaptic vesicle morphology,,phenotype
MP:0011097,"embryonic lethality between somite formation and embryo turning, complete penetrance",,phenotype
HP:0000029,Testicular atrophy,,phenotype
MGI:2179277,Atxn7,,gene
PomBase:SPAC22G7.06c,ura1,,gene
ZP:0018636,"atrioventricular canal increased distribution, abnormal",,phenotype
MP:0011270,decreased excitatory postsynaptic current amplitude,,phenotype
WBPhenotype:0001268,induced cell death variant,,phenotype
ENSEMBL:ENSMODG00000016454,ENSEMBL:ENSMODG00000016454,,gene
MP:0001980,abnormal chemically-elicited antinociception,,phenotype
ZP:0000542,"cardiac muscle cell ventricular myocardium increased mass density, abnormal",,phenotype
WBPhenotype:0002072,carbohydrate metabolism variant,,phenotype
MP:0002086,abnormal extraembryonic tissue morphology,,phenotype
HGNC:8510,OSTF1,,gene
ZP:0000374,"head apoptotic, abnormal",,phenotype
MGI:1345192,Psmd13,,gene
WormBase:WBGene00018271,ctsa-1.1,,gene
MP:0001411,spinning,,phenotype
MP:0002371,abnormal thymus cortex morphology,,phenotype
RGD:68337,Htt,,gene
MONARCH:APO_0000027APO_0000004,filamentous growth:increased,,phenotype
MP:0004950,abnormal brain vasculature morphology,,phenotype
HP:0001698,Pericardial effusion,,phenotype
Coriell:GM04861,NIGMS-GM04861,,biological artifact
MP:0004083,polysyndactyly,,phenotype
